,SeniorCitizen,Partner,Dependents,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenure_b,Churn
5260,0,0,0,2,2,2,1,1,1,1,2,0,1,0,90.65,2991.4500000000003,0,0
5261,1,1,0,2,2,1,2,2,2,2,2,2,1,0,110.45,5964.3,0,0
5262,0,0,0,2,1,2,1,1,2,1,2,1,0,2,68.7,4053.3,0,0
5263,1,0,0,0,1,2,2,1,1,2,1,0,1,0,44.85,2466.75,0,0
5264,1,1,0,0,1,1,1,2,1,1,1,1,1,3,29.8,2056.2000000000003,0,0
5265,0,0,0,2,2,1,2,1,1,2,1,1,1,2,88.9,5867.400000000001,0,0
5266,0,1,1,1,1,2,1,2,2,1,1,1,1,1,58.75,2173.75,0,0
5267,1,1,0,1,0,0,0,0,0,0,0,1,0,3,19.85,178.65,1,0
5268,0,1,1,2,1,2,1,2,2,2,2,2,0,2,86.9,5996.1,0,0
5269,0,0,0,1,1,1,2,1,1,2,1,0,1,1,59.65,596.5,1,0
5270,0,0,1,1,1,2,2,1,1,1,1,0,1,1,55.25,2210.0,0,1
5271,0,0,1,1,1,1,1,1,1,2,2,0,0,3,66.4,863.2,0,0
5272,0,0,0,2,2,1,2,1,1,2,1,0,1,0,90.1,540.5999999999999,1,1
5273,0,1,1,1,0,0,0,0,0,0,0,2,0,2,20.15,1390.35,0,0
5274,1,1,0,2,2,1,2,2,2,2,2,1,1,3,108.1,7134.599999999999,0,0
5275,0,0,0,2,1,1,1,2,1,1,1,0,0,0,53.75,591.25,1,1
5276,0,1,1,1,1,2,1,2,2,1,1,1,0,1,56.9,2617.4,0,0
5277,0,0,0,1,2,1,1,1,1,2,2,0,0,0,89.3,535.8,1,1
5278,0,1,1,2,2,2,1,2,2,2,2,0,1,1,109.6,6137.599999999999,0,0
5279,0,1,1,2,0,0,0,0,0,0,0,2,0,3,25.15,1760.5,0,0
5280,0,1,1,2,1,1,1,2,2,2,2,1,1,0,79.15,2611.9500000000003,0,0
5281,0,1,1,2,1,2,2,1,2,1,1,2,0,3,66.75,4806.0,0,0
5282,0,1,0,2,2,1,1,1,1,2,2,0,1,0,95.2,285.6,1,1
5283,0,0,1,1,1,1,1,1,2,1,1,0,0,1,48.8,927.1999999999999,0,0
5284,1,0,0,0,1,1,1,1,1,2,2,0,0,0,45.7,228.5,1,1
5285,0,1,0,1,1,1,2,2,2,2,2,2,1,3,80.7,5729.7,0,0
5286,0,1,0,1,2,2,1,1,1,1,1,0,1,0,74.5,596.0,1,1
5287,0,0,0,1,0,0,0,0,0,0,0,0,0,3,20.55,20.55,1,0
5288,0,0,0,1,2,1,1,1,1,2,1,0,1,0,79.65,79.65,1,1
5289,0,0,0,2,2,2,2,2,2,2,2,1,1,1,115.1,7021.099999999999,0,0
5290,0,1,1,0,1,2,2,1,2,2,2,2,0,2,59.7,4238.7,0,0
5291,0,1,0,2,2,1,2,2,1,1,1,1,0,3,86.45,5878.6,0,0
5292,0,0,0,0,1,1,1,2,2,1,1,1,0,3,33.7,1550.2,0,0
5293,0,0,0,2,2,2,1,1,1,1,1,1,0,2,80.1,2643.2999999999997,0,0
5294,0,1,1,2,2,2,2,2,2,1,2,2,1,2,104.05,5514.65,0,0
5295,1,1,0,2,2,2,2,2,1,2,2,0,0,2,108.75,5437.5,0,0
5296,0,0,0,0,1,2,1,2,2,1,1,1,1,3,41.1,2342.7000000000003,0,0
5297,0,1,1,1,0,0,0,0,0,0,0,2,1,2,20.35,1098.9,0,0
5298,1,1,0,2,2,1,2,2,1,2,2,0,1,0,105.9,6354.0,0,0
5299,1,1,0,2,2,1,1,1,2,2,2,0,1,3,101.3,2836.4,0,1
5300,0,1,1,1,2,1,1,1,1,2,1,0,1,1,80.05,80.05,1,1
5301,0,1,1,2,2,1,1,2,1,1,2,0,1,0,89.2,2586.8,0,1
5302,0,1,1,1,1,1,2,1,2,1,2,0,1,0,65.5,655.0,1,0
5303,0,0,1,0,1,2,2,2,1,1,1,0,1,0,40.45,1739.3500000000001,0,0
5304,1,1,0,1,2,1,1,1,1,1,1,0,0,2,70.45,915.85,0,0
5305,0,1,0,1,1,2,1,2,2,2,2,2,1,0,78.8,3388.4,0,0
5306,0,1,1,2,2,1,1,1,1,1,2,0,1,0,83.65,1589.3500000000001,0,1
5307,0,1,1,1,2,1,1,1,1,2,2,0,1,0,90.1,90.1,1,0
5308,0,0,0,1,1,2,1,2,2,2,2,2,1,3,82.45,5689.05,0,0
5309,0,1,0,1,0,0,0,0,0,0,0,2,0,3,20.25,1235.25,0,0
5310,0,1,0,2,1,2,2,1,2,1,1,0,0,2,66.25,2848.75,0,0
5311,0,1,0,1,0,0,0,0,0,0,0,0,0,2,19.5,117.0,1,1
5312,0,0,0,1,1,1,1,1,2,1,1,0,0,1,51.25,51.25,1,1
5313,0,1,0,1,2,1,1,1,1,2,2,0,0,1,89.7,5023.2,0,0
5314,0,1,0,0,1,2,2,2,2,2,2,2,0,2,64.55,4518.5,0,0
5315,0,0,0,1,1,1,1,1,1,1,1,0,1,0,45.6,45.6,1,1
5316,0,1,1,2,2,1,2,2,1,2,1,1,1,0,93.65,4588.85,0,0
5317,0,0,0,1,1,1,1,1,2,1,1,0,1,2,49.65,297.9,1,1
5318,0,1,1,1,1,2,2,2,2,1,2,2,0,1,73.6,2355.2,0,0
5319,1,1,0,2,2,2,1,2,2,2,2,2,1,1,109.75,7902.0,0,0
5320,0,0,1,1,1,2,2,1,2,1,1,2,0,3,61.45,2273.65,0,0
5321,0,1,0,1,2,2,2,1,2,2,2,1,1,3,106.4,7341.6,0,0
5322,0,1,0,1,1,1,2,2,2,2,2,0,0,2,81.9,2129.4,0,0
5323,0,1,1,2,2,1,2,2,1,2,2,1,1,3,105.2,6101.6,0,0
5324,0,0,0,2,1,1,1,1,2,1,1,1,0,2,54.6,1310.4,0,0
5325,0,1,1,1,0,0,0,0,0,0,0,1,0,0,20.55,102.75,1,0
5326,0,1,1,1,0,0,0,0,0,0,0,0,1,0,20.0,300.0,0,1
5327,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.7,591.0,0,0
5328,0,1,0,2,1,2,2,1,2,1,1,1,1,3,66.05,3632.75,0,0
5329,0,1,0,0,1,1,1,1,1,2,1,0,1,2,34.0,850.0,0,1
5330,1,1,0,1,2,1,2,2,2,2,1,0,1,1,92.5,925.0,1,1
5331,0,1,1,0,1,2,2,2,2,1,2,2,1,3,54.05,2378.2,0,0
5332,0,0,0,1,1,2,2,1,2,1,1,1,1,1,58.9,2768.2999999999997,0,0
5333,0,1,1,1,2,1,1,1,1,2,2,0,0,0,88.35,1148.55,0,1
5334,0,1,1,2,2,1,2,2,2,2,2,2,1,2,107.95,5289.55,0,1
5335,0,1,0,1,2,2,1,1,2,2,2,1,1,1,96.9,6201.6,0,0
5336,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.1,19.1,1,0
5337,0,0,0,1,1,1,1,1,2,1,1,0,0,1,50.0,1000.0,0,0
5338,0,1,0,0,1,2,1,1,2,2,1,2,0,0,45.4,1679.8,0,0
5339,0,1,1,2,2,1,1,1,1,2,1,0,0,0,85.45,2563.5,0,0
5340,0,0,0,2,1,2,2,2,1,2,2,1,0,2,84.1,3195.7999999999997,0,0
5341,1,0,0,2,2,1,1,1,1,1,1,0,1,1,74.45,74.45,1,1
5342,0,0,0,1,1,1,1,1,1,2,2,0,1,0,64.75,2395.75,0,1
5343,0,1,0,0,1,2,2,2,2,2,2,2,0,3,66.25,3445.0,0,0
5344,0,0,1,1,1,2,2,2,2,2,1,2,1,3,76.9,5459.900000000001,0,0
5345,0,0,0,1,2,1,2,2,1,2,1,0,0,0,89.8,2334.7999999999997,0,1
5346,0,0,0,2,1,2,2,2,1,1,2,2,1,3,74.6,4923.599999999999,0,0
5347,0,1,0,2,2,2,2,2,2,2,2,2,1,3,116.95,8420.4,0,0
5348,0,0,1,0,1,2,1,1,1,2,1,1,1,3,40.65,1016.25,0,0
5349,0,1,1,2,2,2,2,2,2,2,2,2,1,2,114.35,7890.15,0,0
5350,0,1,1,2,1,2,2,1,1,1,2,2,0,2,69.7,3694.1000000000004,0,0
5351,0,0,0,1,2,1,1,2,1,2,2,1,0,1,95.5,1146.0,1,1
5352,0,0,0,1,2,1,1,2,2,2,2,0,1,0,98.65,2564.9,0,0
5353,0,0,0,1,1,1,1,2,1,1,2,0,0,1,61.65,1294.6499999999999,0,0
5354,0,0,1,1,2,1,1,1,1,2,2,0,1,0,89.35,89.35,1,0
5355,0,0,0,2,2,2,1,1,2,1,2,0,1,0,95.4,4579.200000000001,0,0
5356,0,1,0,0,1,2,1,2,1,1,1,1,0,3,35.4,920.4,0,0
5357,0,1,0,1,0,0,0,0,0,0,0,2,0,1,19.95,1197.0,0,0
5358,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.25,346.5,0,0
5359,1,0,0,0,1,1,1,1,2,1,1,0,1,0,29.65,296.5,1,1
5360,0,1,1,2,2,2,1,2,1,1,1,0,1,0,84.5,422.5,1,1
5361,0,0,1,1,0,0,0,0,0,0,0,1,1,1,20.4,81.6,1,0
5362,0,1,1,2,0,0,0,0,0,0,0,2,0,3,24.75,1608.75,0,0
5363,0,1,1,2,0,0,0,0,0,0,0,2,0,1,25.35,1774.5,0,0
5364,0,0,0,2,2,1,1,2,1,1,2,0,1,3,90.7,1632.6000000000001,0,1
5365,0,0,1,1,0,0,0,0,0,0,0,2,0,2,20.0,1240.0,0,0
5366,0,1,1,1,1,2,1,1,1,2,1,2,1,0,59.75,3943.5,0,0
5367,0,1,1,2,1,2,2,1,2,2,2,2,1,2,82.5,5362.5,0,0
5368,1,0,0,1,2,1,1,1,1,1,1,0,1,0,70.3,210.89999999999998,1,1
5369,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.35,691.9000000000001,0,0
5370,0,1,1,2,2,1,1,2,1,2,1,0,1,2,90.8,1452.8,0,0
5371,0,0,0,2,2,2,1,2,1,2,2,1,1,2,103.95,5613.3,0,1
5372,1,0,0,2,2,1,1,2,2,2,2,0,1,0,104.95,5247.5,0,0
5373,0,1,0,1,2,1,2,2,2,2,2,2,1,0,105.25,7472.75,0,0
5374,0,0,0,2,2,1,1,1,1,1,1,0,1,0,74.75,747.5,1,1
5375,0,0,0,1,1,1,1,1,2,1,1,0,1,0,50.8,50.8,1,1
5376,0,0,0,2,0,0,0,0,0,0,0,1,0,1,23.75,427.5,0,0
5377,0,0,0,1,1,1,1,1,2,2,1,0,1,0,61.3,245.2,1,0
5378,0,1,1,2,1,2,1,2,2,2,1,2,0,1,75.8,4396.4,0,0
5379,0,1,0,2,2,2,1,1,1,2,2,1,1,0,98.0,5488.0,0,0
5380,0,0,0,1,2,1,1,1,1,2,1,0,1,0,80.25,160.5,1,1
5381,0,1,0,2,2,1,1,2,1,1,1,0,1,0,78.9,2524.8,0,1
5382,0,1,1,0,1,2,2,1,2,2,1,1,1,1,52.0,2912.0,0,0
5383,0,0,0,2,2,1,1,1,1,1,2,0,1,0,84.75,3051.0,0,1
5384,0,0,0,2,1,1,1,1,2,2,1,0,1,1,64.4,257.6,1,0
5385,0,0,0,2,2,1,1,1,1,2,1,0,0,2,85.45,4528.85,0,1
5386,0,0,0,1,1,1,1,1,1,1,1,0,1,3,45.8,458.0,1,0
5387,0,0,0,0,1,1,1,1,2,1,1,0,0,0,30.5,122.0,1,0
5388,0,1,1,1,0,0,0,0,0,0,0,0,0,1,19.9,19.9,1,1
5389,0,1,0,1,2,1,1,1,1,1,1,0,0,1,69.15,3526.65,0,0
5390,1,0,0,2,2,1,1,2,1,2,2,0,1,0,99.45,1193.4,1,1
5391,0,0,0,0,1,1,1,1,2,2,2,1,1,1,49.25,295.5,1,0
5392,0,1,1,0,1,1,2,2,2,1,1,2,0,2,39.35,2479.05,0,0
5393,0,0,0,1,2,1,1,1,1,1,1,0,1,0,70.6,70.6,1,1
5394,0,1,0,2,2,1,2,1,2,2,2,0,1,3,105.1,5044.799999999999,0,0
5395,0,0,0,1,2,1,1,1,1,2,1,0,1,3,81.0,405.0,1,1
5396,0,0,1,1,0,0,0,0,0,0,0,1,1,3,20.1,703.5,0,0
5397,0,0,0,1,2,1,2,1,1,2,1,0,1,0,84.85,509.09999999999997,1,1
5398,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.75,39.5,1,0
5399,0,0,0,1,0,0,0,0,0,0,0,1,0,2,19.75,987.5,0,0
5400,0,0,0,1,2,1,1,1,1,1,1,0,1,2,70.4,2323.2000000000003,0,0
5401,0,0,0,1,0,0,0,0,0,0,0,2,0,1,20.45,633.9499999999999,0,0
5402,0,1,1,1,0,0,0,0,0,0,0,2,0,1,20.35,183.15,1,0
5403,0,1,1,2,1,1,2,2,2,2,2,0,1,0,86.2,4654.8,0,0
5404,0,0,0,1,2,2,2,2,1,2,1,1,1,3,95.65,4399.900000000001,0,0
5405,0,0,1,2,2,2,2,1,1,2,2,1,1,0,103.8,3529.2,0,0
5406,0,1,1,2,2,2,1,1,1,2,2,2,1,0,97.2,6901.2,0,0
5407,0,1,1,1,1,2,2,2,2,1,1,2,0,1,63.55,4003.6499999999996,0,0
5408,0,0,0,2,0,0,0,0,0,0,0,2,0,2,24.95,1272.45,0,0
5409,1,0,0,2,2,1,2,1,1,2,1,0,1,0,89.15,2317.9,0,1
5410,0,1,0,1,2,2,1,2,1,2,2,2,1,2,99.0,6336.0,0,0
5411,1,1,0,0,1,1,1,1,1,1,1,0,1,0,24.8,24.8,1,1
5412,1,1,0,2,2,1,2,1,2,1,1,1,1,2,85.55,5218.55,0,0
5413,0,0,0,1,2,1,1,2,1,2,2,0,1,3,94.0,1410.0,0,0
5414,0,0,0,2,2,1,2,1,2,2,2,1,1,3,105.65,6761.6,0,1
5415,0,0,0,2,1,1,1,1,1,1,1,0,1,0,50.3,905.4,0,0
5416,0,1,1,1,2,1,2,1,1,2,2,1,1,0,95.0,5415.0,0,0
5417,0,1,1,1,1,2,2,1,1,1,2,2,1,2,61.4,859.6,0,0
5418,1,0,0,2,2,1,2,1,1,1,1,0,1,3,80.55,1449.8999999999999,0,0
5419,1,1,0,2,2,2,1,1,1,1,1,2,0,2,78.5,5652.0,0,0
5420,0,1,0,2,2,2,2,2,2,2,2,2,0,3,114.3,8001.0,0,0
5421,0,0,0,1,0,0,0,0,0,0,0,2,0,1,20.05,761.9,0,0
5422,0,1,1,1,1,2,2,2,2,1,1,2,0,3,62.65,4260.2,0,0
5423,0,0,0,1,2,1,1,1,1,1,2,0,1,0,80.85,1051.05,0,1
5424,1,1,0,2,2,2,2,1,1,2,1,2,1,3,92.7,6025.5,0,0
5425,0,0,0,2,2,1,1,2,1,2,2,0,0,0,100.45,3013.5,0,0
5426,0,1,0,2,1,1,1,1,2,2,2,2,1,2,75.2,3835.2000000000003,0,0
5427,0,0,0,2,2,2,1,2,1,1,1,0,1,3,84.75,2627.25,0,0
5428,0,1,0,1,2,1,1,1,1,2,2,0,0,0,89.45,805.0500000000001,1,1
5429,0,1,1,2,1,2,2,2,2,1,2,2,1,2,79.5,5724.0,0,0
5430,0,0,0,2,1,1,1,1,1,2,2,0,1,3,72.15,721.5,1,1
5431,0,0,0,1,0,0,0,0,0,0,0,1,1,0,19.8,732.6,0,0
5432,0,0,0,1,1,1,1,2,2,2,2,0,0,0,76.4,152.8,1,1
5433,0,0,0,1,2,2,2,1,1,2,2,1,1,1,100.9,5549.5,0,0
5434,0,0,1,2,2,2,1,2,1,1,2,0,1,2,95.3,3144.9,0,0
5435,0,1,1,1,2,1,1,2,2,1,2,1,0,2,90.95,4183.7,0,0
5436,0,0,1,1,1,2,1,1,2,1,1,0,0,0,54.5,54.5,1,0
5437,1,0,0,2,1,1,1,1,1,1,2,0,1,1,61.6,1232.0,0,1
5438,0,1,0,1,2,1,2,2,1,1,1,0,1,0,79.9,719.1,1,1
5439,1,0,0,2,2,1,1,1,1,2,2,0,1,3,96.15,3076.8,0,1
5440,0,1,1,1,1,1,1,2,1,1,1,0,1,2,49.6,942.4,0,0
5441,0,1,0,2,1,2,1,2,2,1,1,2,0,3,65.3,4571.0,0,1
5442,0,0,1,2,0,0,0,0,0,0,0,2,1,3,25.0,1525.0,0,0
5443,0,0,0,1,1,1,1,1,1,1,1,0,0,0,45.45,1181.7,0,0
5444,0,1,0,2,2,1,2,2,1,2,2,0,1,2,107.75,4848.75,0,0
5445,0,1,1,2,2,1,1,2,1,2,1,2,1,3,89.1,5524.2,0,0
5446,0,0,0,1,0,0,0,0,0,0,0,0,0,1,19.65,19.65,1,1
5447,0,0,0,1,1,1,1,1,1,1,1,0,0,1,44.75,134.25,1,0
5448,0,1,1,2,2,2,2,2,1,1,2,1,1,2,101.6,4165.599999999999,0,0
5449,0,1,1,1,2,1,2,2,2,2,2,2,0,2,103.15,6911.05,0,0
5450,0,0,0,2,2,1,1,1,1,2,1,0,1,1,84.65,84.65,1,1
5451,0,1,0,2,2,2,2,1,1,2,1,1,0,1,95.65,6791.150000000001,0,0
5452,0,1,1,1,1,2,2,1,1,2,2,1,0,2,75.1,2778.7,0,0
5453,0,1,0,1,1,2,2,1,2,1,1,2,1,1,61.35,3681.0,0,0
5454,1,1,0,1,2,1,1,1,1,1,1,0,1,0,69.55,69.55,1,1
5455,0,0,0,1,0,0,0,0,0,0,0,0,0,3,19.7,118.19999999999999,1,0
5456,0,0,0,0,1,1,2,1,1,1,1,0,1,0,31.05,403.65000000000003,0,1
5457,0,1,1,1,1,2,1,1,1,1,1,0,0,2,51.0,561.0,1,0
5458,0,0,0,1,1,2,1,1,1,1,1,0,1,1,51.0,357.0,1,1
5459,0,1,1,1,2,1,1,1,1,2,2,0,1,0,88.85,888.5,1,0
5460,0,1,0,1,0,0,0,0,0,0,0,2,0,3,20.05,681.7,0,0
5461,0,0,0,1,1,2,1,1,2,1,2,2,1,1,65.1,4036.2,0,0
5462,0,1,0,2,1,1,2,1,2,1,2,1,1,1,70.15,4489.6,0,0
5463,0,1,1,1,1,1,1,1,1,1,1,0,1,2,44.35,44.35,1,1
5464,0,0,0,1,0,0,0,0,0,0,0,2,1,1,20.75,518.75,0,0
5465,0,0,0,1,1,1,2,2,1,1,1,1,1,1,56.05,1457.3,0,0
5466,0,0,1,1,0,0,0,0,0,0,0,1,1,2,19.95,199.5,1,0
5467,0,0,0,2,2,2,2,2,1,2,1,1,0,1,98.6,5225.799999999999,0,0
5468,0,0,0,1,2,1,1,1,1,2,1,0,1,0,79.7,557.9,1,1
5469,0,0,0,1,2,1,2,2,1,1,1,0,1,3,79.0,2607.0,0,0
5470,1,1,0,1,2,1,2,2,1,1,2,2,0,3,89.45,6350.95,0,0
5471,0,0,0,2,2,1,1,1,1,1,1,0,1,0,74.2,2151.8,0,0
5472,0,1,1,2,1,2,1,1,2,2,2,0,0,2,81.0,1944.0,0,0
5473,0,1,1,1,1,1,1,2,1,1,1,0,1,0,49.6,992.0,0,0
5474,0,0,0,2,2,1,1,1,1,2,1,0,1,0,84.6,84.6,1,0
5475,0,0,1,2,1,1,2,1,1,1,1,0,1,3,55.0,2970.0,0,1
5476,1,0,0,1,2,1,1,2,1,2,1,0,1,1,84.85,424.25,1,1
5477,0,1,1,2,1,2,1,2,2,2,2,2,1,2,84.2,6062.400000000001,0,0
5478,0,1,0,1,2,2,2,2,2,2,2,2,1,0,106.3,5527.599999999999,0,0
5479,0,0,0,1,2,1,1,1,1,1,1,0,0,0,69.05,621.4499999999999,1,0
5480,0,0,0,1,1,1,1,1,1,1,1,0,1,1,45.4,45.4,1,0
5481,1,0,0,2,2,1,1,1,1,1,1,0,1,0,73.65,73.65,1,1
5482,0,1,1,1,1,1,1,2,2,2,2,1,1,1,73.9,2438.7000000000003,0,1
5483,0,1,0,2,2,1,1,2,1,1,1,0,1,0,77.75,4276.25,0,1
5484,0,1,1,2,2,1,1,1,2,2,2,2,1,0,99.35,6855.15,0,0
5485,0,0,0,1,1,2,1,1,1,1,1,0,1,1,50.75,50.75,1,0
5486,0,0,0,2,1,2,1,2,2,2,2,2,0,2,87.1,4703.4,0,0
5487,0,0,1,1,0,0,0,0,0,0,0,1,1,1,20.15,664.9499999999999,0,0
5488,1,1,0,2,2,1,2,2,2,2,1,1,1,2,98.7,4441.5,0,0
5489,0,0,1,0,1,1,1,1,1,1,1,0,0,0,25.2,277.2,1,0
5490,0,0,0,1,1,2,2,1,1,1,1,0,1,2,55.7,334.20000000000005,1,0
5491,0,0,0,1,1,2,1,2,1,2,1,0,0,2,65.35,1372.35,0,0
5492,0,1,1,2,0,0,0,0,0,0,0,2,1,2,25.3,1644.5,0,0
5493,1,1,0,2,2,1,1,1,1,1,2,0,1,0,84.35,506.09999999999997,1,1
5494,0,0,0,1,2,2,1,1,1,2,1,0,0,0,84.95,679.6,1,1
5495,0,0,0,1,2,1,1,1,2,1,1,0,1,0,73.85,812.3499999999999,1,1
5496,0,1,1,2,0,0,0,0,0,0,0,2,0,1,24.25,1042.75,0,0
5497,0,1,1,0,1,1,2,1,1,2,2,1,1,2,51.8,2538.2,0,1
5498,1,1,0,1,1,1,1,1,1,1,1,0,0,0,46.0,46.0,1,1
5499,1,0,0,1,2,1,1,1,1,1,2,0,1,0,79.4,1191.0,0,1
5500,0,1,1,1,1,2,2,2,1,1,1,2,0,2,60.5,3630.0,0,0
5501,0,0,0,0,1,1,1,1,1,1,1,0,0,3,25.1,426.70000000000005,0,0
5502,1,1,0,1,2,1,1,1,1,1,1,0,1,2,71.8,1148.8,0,1
5503,0,1,1,1,0,0,0,0,0,0,0,1,0,2,20.05,701.75,0,0
5504,1,1,0,2,2,1,2,1,1,1,2,1,0,1,88.4,3889.6000000000004,0,1
5505,0,1,1,0,1,1,1,1,2,1,1,1,0,3,30.25,363.0,1,0
5506,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.2,20.2,1,0
5507,0,0,0,1,1,2,2,1,2,1,1,1,1,0,59.9,1677.2,0,0
5508,0,1,0,2,0,0,0,0,0,0,0,2,0,2,25.15,1760.5,0,0
5509,0,0,1,1,1,1,1,1,1,1,1,0,0,1,46.0,230.0,1,1
5510,0,0,0,1,2,1,2,2,1,2,2,0,0,3,101.3,1823.3999999999999,0,0
5511,0,1,0,2,1,2,1,1,2,2,2,2,1,3,76.95,5386.5,0,0
5512,0,1,1,2,1,1,2,1,1,1,1,0,1,1,55.3,497.7,1,0
5513,1,0,0,1,2,2,2,1,2,2,1,2,1,2,92.45,6194.150000000001,0,0
5514,0,0,0,1,1,2,1,1,1,1,1,0,1,2,48.45,48.45,1,0
5515,0,1,1,1,0,0,0,0,0,0,0,2,0,1,19.35,348.3,0,0
5516,0,0,0,2,1,1,1,1,1,1,1,0,0,3,51.75,207.0,1,1
5517,1,1,1,1,2,2,2,2,1,1,1,1,1,2,86.7,6155.7,0,0
5518,0,1,1,2,2,2,2,1,1,2,1,0,1,0,94.4,2832.0,0,1
5519,0,1,0,1,1,2,1,2,1,1,1,0,0,1,55.7,55.7,1,0
5520,0,0,0,2,2,2,1,2,1,1,1,1,1,3,84.25,4633.75,0,0
5521,0,0,0,1,1,1,1,2,2,2,1,0,1,0,64.65,3814.3500000000004,0,0
5522,0,0,0,1,2,1,1,1,1,1,1,0,1,1,70.15,70.15,1,1
5523,0,1,0,1,2,1,1,1,1,1,1,0,1,2,69.2,484.40000000000003,1,0
5524,0,1,1,1,1,2,1,1,2,1,1,2,0,2,54.65,2459.25,0,0
5525,0,1,1,2,0,0,0,0,0,0,0,1,1,2,24.75,1336.5,0,0
5526,0,1,1,2,0,0,0,0,0,0,0,1,1,1,23.95,1221.45,0,0
5527,1,1,0,2,2,1,2,2,1,2,2,1,0,3,105.0,7560.0,0,0
5528,0,1,0,1,1,2,2,1,2,1,1,1,1,2,59.85,2633.4,0,0
5529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.05,40.1,1,0
5530,0,0,0,2,2,1,1,2,1,2,1,1,1,2,92.15,6081.900000000001,0,0
5531,0,1,1,0,1,2,2,1,1,2,1,1,0,1,44.8,3046.3999999999996,0,0
5532,0,0,0,1,0,0,0,0,0,0,0,2,0,3,20.9,647.9,0,0
5533,1,0,0,2,2,1,1,1,1,2,2,0,1,2,95.4,2003.4,0,0
5534,0,0,1,2,2,2,1,1,1,1,1,0,0,0,80.35,1687.35,0,0
5535,0,1,1,2,1,2,1,2,2,2,2,2,1,2,85.1,4680.5,0,0
5536,0,0,0,0,1,1,1,1,1,2,1,0,1,3,34.7,312.3,1,1
5537,1,1,0,2,2,2,2,2,2,2,2,2,1,2,115.05,8168.55,0,0
5538,0,0,0,1,2,1,1,1,1,1,2,0,1,0,81.1,81.1,1,1
5539,0,1,1,1,0,0,0,0,0,0,0,1,0,1,19.95,438.9,0,0
5540,0,1,1,1,0,0,0,0,0,0,0,0,0,1,20.55,20.55,1,1
5541,0,0,0,2,2,1,1,2,2,2,2,2,1,0,106.6,6502.599999999999,0,1
5542,0,1,0,2,1,1,2,2,2,2,2,2,0,2,86.15,5772.05,0,0
5543,1,0,0,1,2,2,2,1,1,1,1,0,0,0,78.85,1103.8999999999999,0,0
5544,0,1,0,2,2,2,2,2,2,2,1,0,1,0,106.75,6298.25,0,1
5545,1,1,0,1,2,1,1,2,1,2,1,0,0,2,86.55,1817.55,0,0
5546,0,0,0,0,1,2,2,1,2,1,1,0,0,1,42.4,169.6,1,0
5547,0,0,0,1,2,1,1,1,1,2,2,0,1,0,89.45,268.35,1,1
5548,0,1,0,2,0,0,0,0,0,0,0,2,0,2,24.25,1697.5,0,0
5549,0,0,0,1,2,1,2,1,2,2,2,0,1,0,97.9,293.70000000000005,1,1
5550,1,0,0,1,0,0,0,0,0,0,0,1,0,2,20.5,430.5,0,0
5551,0,0,0,1,0,0,0,0,0,0,0,0,1,3,19.6,392.0,0,0
5552,0,1,1,1,0,0,0,0,0,0,0,1,0,2,20.25,445.5,0,0
5553,0,0,0,1,1,1,1,1,1,1,2,0,1,1,55.7,55.7,1,1
5554,0,0,0,1,0,0,0,0,0,0,0,2,1,1,20.6,1297.8000000000002,0,0
5555,0,1,1,1,0,0,0,0,0,0,0,2,0,2,19.8,1386.0,0,0
5556,0,0,0,1,2,1,2,2,1,1,1,0,1,0,79.8,1037.3999999999999,0,1
5557,0,0,0,1,2,1,1,1,1,2,1,0,0,0,80.2,401.0,1,0
5558,0,1,1,2,2,2,2,2,2,2,2,2,1,3,116.4,8380.800000000001,0,0
5559,0,0,0,0,1,1,2,1,1,1,1,0,1,0,31.65,411.45,0,0
5560,0,1,0,1,2,1,2,2,2,1,2,0,0,3,94.15,5743.150000000001,0,0
5561,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20.65,20.65,1,0
5562,1,1,0,2,2,1,1,1,2,1,1,0,1,2,76.85,4303.599999999999,0,0
5563,0,0,0,1,0,0,0,0,0,0,0,0,0,1,20.15,80.6,1,0
5564,0,0,0,2,1,2,1,1,1,1,1,2,0,1,55.25,1933.75,0,0
5565,0,1,0,0,1,1,1,2,1,2,1,0,1,0,39.05,702.9,0,1
5566,0,1,0,2,1,1,2,2,1,2,2,2,0,2,82.15,5914.8,0,0
5567,1,0,0,2,2,2,2,2,2,1,2,1,0,2,103.0,5047.0,0,0
5568,0,1,0,2,2,2,2,2,2,1,1,0,1,3,95.1,4184.4,0,0
5569,1,1,0,1,2,1,1,1,2,2,1,0,1,1,83.9,251.70000000000002,1,1
5570,0,1,1,2,2,1,2,2,1,1,2,0,1,0,95.15,3520.55,0,0
5571,0,1,0,2,1,1,2,2,1,2,2,1,1,0,79.8,4867.8,0,0
